ResponseId,MainBranch,Employment,RemoteWork,CodingActivities,EdLevel,LearnCode,LearnCodeOnline,LearnCodeCoursesCert,YearsCode,YearsCodePro,DevType,OrgSize,PurchaseInfluence,BuyNewTool,Country,Currency,CompTotal,CompFreq,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSysProfessional use,OpSysPersonal use,VersionControlSystem,VCInteraction,VCHostingPersonal use,VCHostingProfessional use,OfficeStackAsyncHaveWorkedWith,OfficeStackAsyncWantToWorkWith,OfficeStackSyncHaveWorkedWith,OfficeStackSyncWantToWorkWith,Blockchain,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,Age,Gender,Trans,Sexuality,Ethnicity,Accessibility,MentalHealth,TBranch,ICorPM,WorkExp,Knowledge_1,Knowledge_2,Knowledge_3,Knowledge_4,Knowledge_5,Knowledge_6,Knowledge_7,Frequency_1,Frequency_2,Frequency_3,TimeSearching,TimeAnswering,Onboarding,ProfessionalTech,TrueFalse_1,TrueFalse_2,TrueFalse_3,SurveyLength,SurveyEase,ConvertedCompYearly
66,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby;Other (please specify):,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Other online resources (e.g., videos, blogs, forum);Online Courses or Certification",Stack Overflow;Video-based Online Courses;Interactive tutorial,Udemy,3,2,"Developer, back-end;DevOps specialist","10,000 or more employees",I have little or no influence,Start a free trial;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2Crowd,India,INR	Indian rupee,NA,Monthly,C#,C++;JavaScript,MongoDB;MySQL,NA,NA,NA,NA,NA,.NET,.NET;React Native;TensorFlow,NA,NA,Eclipse;Notepad++;Sublime Text;Visual Studio;Visual Studio Code,Notepad++;Visual Studio;Visual Studio Code,Windows,Linux-based,Git,Code editor;Command-line,,,Jira Work Management,Jira Work Management,Cisco Webex Teams;Microsoft Teams;Zoom,Microsoft Teams,Unfavorable,Stack Overflow;Stack Exchange,Daily or almost daily,Not sure/can't remember,NA,"Yes, somewhat",18-24 years old,Man,No,Straight / Heterosexual,Indian,None of the above,None of the above,Yes,Independent contributor,2,Strongly agree,Agree,Disagree,Agree,Agree,Agree,Agree,Never,1-2 times a week,3-5 times a week,30-60 minutes a day,15-30 minutes a day,Just right,Microservices;Continuous integration (CI) and (more often) continuous delivery,No,Yes,Yes,Too long,Easy,NA
67,I am a developer by profession,"Employed, full-time",Full in-person,Bootstrapping a business,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","School (i.e., University, College, etc);Colleague",NA,NA,25,20,"Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications","1,000 to 4,999 employees",I have some influence,Visit developer communities like Stack Overflow;Research companies that have advertised on sites I visit;Read ratings or reviews on third party sites like G2Crowd,Brazil,BRL	Brazilian real,10000,Monthly,C;C++;Delphi;HTML/CSS;Java;JavaScript,HTML/CSS;Java,IBM DB2;MariaDB;Microsoft SQL Server;MySQL,IBM DB2;MariaDB;Microsoft SQL Server;MySQL,AWS,AWS,jQuery,NA,NA,NA,NA,NA,Eclipse,Eclipse,Windows,Windows,SVN,Version control hosting service web GUI,,,NA,NA,Microsoft Teams,Microsoft Teams,Favorable,Stack Overflow,Daily or almost daily,Yes,Less than once per month or monthly,Neutral,45-54 years old,Man,No,Straight / Heterosexual,Hispanic or Latino/a,None of the above,None of the above,Yes,Independent contributor,20,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,6-10 times a week,6-10 times a week,6-10 times a week,60-120 minutes a day,30-60 minutes a day,Very long,None of these,Yes,No,Yes,Appropriate in length,Easy,24924
68,I am a developer by profession,"Not employed, but looking for work",NA,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Colleague",Stack Overflow;Online forum;How-to videos;Written-based Online Courses;Interactive tutorial;Coding sessions (live or recorded),NA,26,NA,"Developer, full-stack;Developer, back-end;Developer, QA or test;DevOps specialist",NA,NA,Start a free trial;Read ratings or reviews on third party sites like G2Crowd,Australia,NA,NA,NA,C#;HTML/CSS;JavaScript;PHP;SQL,C#;HTML/CSS;JavaScript;SQL;TypeScript,Microsoft SQL Server;MySQL,Microsoft SQL Server;MySQL,AWS;Firebase;Google Cloud;VMware,AWS;Firebase;Google Cloud;Microsoft Azure;VMware,ASP.NET;jQuery;Node.js,ASP.NET;ASP.NET Core ;Next.js;Node.js;React.js,.NET;React Native,.NET;React Native,Docker;npm;Terraform,Docker;npm,Notepad++;Visual Studio;Visual Studio Code,Notepad++;Visual Studio;Visual Studio Code,Linux-based;macOS;Windows,macOS;Windows,Git,Code editor;Version control hosting service web GUI,,,Confluence;Jira Work Management;Trello,Trello,Google Chat;Microsoft Teams;Slack;Zoom,Google Chat;Slack;Zoom,Favorable,Stack Overflow,A few times per week,No,NA,"Yes, definitely",45-54 years old,Man,No,Prefer not to say,White,None of the above,None of the above,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Too long,Neither easy nor difficult,NA
69,I am a developer by profession,"Student, part-time;Independent contractor, freelancer, or self-employed",Fully remote,Hobby;Freelance/contract work,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Other online resources (e.g., videos, blogs, forum);On the job training",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online forum;Written-based Online Courses,NA,3,NA,"Developer, back-end;Blockchain",NA,NA,Visit developer communities like Stack Overflow;Ask developers I know/work with,Lithuania,NA,NA,NA,C++;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL;TypeScript,C#;C++;PowerShell;Python;Rust,MySQL;PostgreSQL;SQLite,NA,AWS,NA,Django;Laravel,Laravel,NA,NA,Docker;npm;Yarn,Docker,Notepad++;Visual Studio Code,Visual Studio Code,Linux-based;Windows;Windows Subsystem for Linux (WSL),Windows;Windows Subsystem for Linux (WSL),Git,Code editor;Command-line,,,NA,NA,Google Chat;Microsoft Teams;Zoom,Google Chat,Indifferent,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,Neutral,Under 18 years old,Man,No,Straight / Heterosexual,European,None of the above,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Easy,NA
70,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Some college/university study without earning a degree,"Books / Physical media;School (i.e., University, College, etc);On the job training;Online Courses or Certification;Colleague",NA,Coursera;Udemy;edX,17,15,"Developer, back-end;Cloud infrastructure engineer;Designer",20 to 99 employees,I have a great deal of influence,Start a free trial;Visit developer communities like Stack Overflow;Research companies that have advertised on sites I visit,Uruguay,UYU	Uruguayan peso,130000,Monthly,Bash/Shell;HTML/CSS;Java;JavaScript;SQL;TypeScript,Java;SQL;TypeScript,MongoDB;MySQL;Oracle;PostgreSQL;SQLite,Cassandra;Elasticsearch;MongoDB;Redis,DigitalOcean,AWS;Google Cloud,jQuery,Angular.js;React.js;Vue.js,Apache Kafka;Apache Spark;Spring,Apache Kafka;Spring;TensorFlow,Docker;Kubernetes;Puppet,Docker;Kubernetes;Terraform,Eclipse;GoLand;IntelliJ;Sublime Text,IntelliJ,Linux-based,Linux-based,Git,Dedicated version control GUI application,,,NA,NA,Google Chat;Microsoft Teams;Slack,Google Chat;Slack,Indifferent,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,"No, not at all",35-44 years old,Man,No,Straight / Heterosexual,European,NA,"I have an anxiety disorder;I have a concentration and/or memory disorder (e.g., ADHD, etc.)",Yes,Independent contributor,15,Strongly agree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree,Agree,Strongly agree,Never,3-5 times a week,Never,30-60 minutes a day,60-120 minutes a day,Very long,DevOps function;Microservices;Continuous integration (CI) and (more often) continuous delivery,No,No,No,Appropriate in length,Neither easy nor difficult,38808
71,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",I don’t code outside of work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;Friend or family member;Other online resources (e.g., videos, blogs, forum);On the job training;Online Courses or Certification;Coding Bootcamp",Technical documentation;Written Tutorials;Stack Overflow;Online forum,Udemy;Other,4,3,"Developer, mobile",10 to 19 employees,I have some influence,Start a free trial,Serbia,RSD	Serbian dinar,NA,NA,Java;Kotlin;PHP,NA,MySQL;SQLite,Cloud Firestore;Firebase Realtime Database,Firebase;Google Cloud,AWS,Drupal;jQuery;Symfony,NA,NA,NA,NA,NA,Android Studio;IntelliJ,NA,,macOS,Git,Dedicated version control GUI application,,,NA,NA,Slack,NA,Indifferent,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,Neutral,25-34 years old,Woman,No,Straight / Heterosexual,Prefer not to say,None of the above,Prefer not to say,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Too long,Neither easy nor difficult,NA
72,I am a developer by profession,"Student, full-time;Employed, part-time",Fully remote,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification;Hackathons (virtual or in-person)",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Video-based Online Courses;How-to videos;Interactive tutorial;Coding sessions (live or recorded),Pluralsight,5,NA,"Student;DevOps specialist;Developer, embedded applications or devices",NA,NA,Start a free trial,Poland,NA,NA,NA,Bash/Shell;C;F#;Groovy;JavaScript;Python,Bash/Shell;C;Groovy;JavaScript;Python,NA,NA,Google Cloud,AWS;Google Cloud,Django;React.js;Vue.js,Django,NA,NA,Docker;Kubernetes;npm;Yarn,Ansible;Docker;Kubernetes;Terraform,Atom;CLion;Neovim;PyCharm;Vim;Visual Studio Code,Neovim;Visual Studio Code,Linux-based;Windows,Linux-based,Git,Command-line,,,Jira Work Management;Trello,NA,Microsoft Teams,Microsoft Teams;Slack,Favorable,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",18-24 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Easy,NA
73,"I used to be a developer by profession, but no longer am","Employed, full-time",Fully remote,I don’t code outside of work,"Associate degree (A.A., A.S., etc.)",Books / Physical media;Friend or family member,NA,NA,24,22,Other (please specify):,NA,NA,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,United States of America,NA,NA,NA,Java;SQL,Java;JavaScript;SQL,Microsoft SQL Server;MongoDB;Redis,Elasticsearch;Microsoft SQL Server;MongoDB;Neo4j;Redis,Google Cloud;Microsoft Azure;VMware,AWS;Google Cloud,NA,NA,Apache Kafka;Spring,Apache Kafka;Apache Spark;Spring,NA,NA,IntelliJ,IntelliJ;Sublime Text,Linux-based;macOS,macOS;Windows,Git,Code editor;Command-line;Dedicated version control GUI application,,,Jira Work Management,Jira Work Management,Cisco Webex Teams;Microsoft Teams;Slack;Zoom,Slack,Very unfavorable,Stack Overflow,Less than once per month or monthly,Yes,I have never participated in Q&A on Stack Overflow,"Yes, somewhat",45-54 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Yes,People manager,22,Strongly agree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,1-2 times a week,3-5 times a week,1-2 times a week,30-60 minutes a day,Over 120 minutes a day,Somewhat long,Innersource initiative;DevOps function;Microservices;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Automated testing;Observability tools,Yes,Yes,Yes,Appropriate in length,Easy,NA
74,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Other online resources (e.g., videos, blogs, forum);On the job training","Technical documentation;Stack Overflow;Online challenges (e.g., daily or weekly coding challenges)",NA,10,2,"Developer, full-stack;Developer, QA or test;DevOps specialist","10,000 or more employees",I have little or no influence,Start a free trial;Ask developers I know/work with,Germany,EUR European Euro,60000,Yearly,Bash/Shell;HTML/CSS;JavaScript;PowerShell;Python;SQL,Bash/Shell;Go;HTML/CSS;JavaScript;Python;Rust;SQL,SQLite,SQLite,AWS;Google Cloud,AWS;Google Cloud,Flask;jQuery;Node.js;Vue.js,Flask;jQuery;Node.js;Vue.js,NA,NA,Docker;npm;Terraform;Yarn,Docker;npm;Terraform;Yarn,Vim;Visual Studio Code,Vim;Visual Studio Code,Linux-based;Windows,Windows;Windows Subsystem for Linux (WSL),Git,Command-line,,,Jira Work Management;Stack Overflow for Teams,Jira Work Management;Stack Overflow for Teams,Microsoft Teams;Slack;Zoom,Microsoft Teams;Slack;Zoom,Indifferent,Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies);Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per month or weekly,"Yes, somewhat",18-24 years old,Man,No,Straight / Heterosexual,European,None of the above,None of the above,Yes,Independent contributor,5,Strongly agree,Disagree,Agree,Agree,Agree,Neither agree nor disagree,Agree,1-2 times a week,10+ times a week,Never,15-30 minutes a day,30-60 minutes a day,Very long,Innersource initiative;DevOps function;Microservices;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Automated testing;Observability tools,Yes,Yes,Yes,Appropriate in length,Easy,63986
75,I am a developer by profession,"Employed, full-time",Full in-person,I don’t code outside of work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","School (i.e., University, College, etc)",NA,NA,9,6,"Developer, full-stack",10 to 19 employees,I have little or no influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,Sweden,SEK	Swedish krona,41200,Monthly,C#;HTML/CSS;SQL;TypeScript,C#;Swift;TypeScript,Microsoft SQL Server,MongoDB,NA,NA,ASP.NET;ASP.NET Core ;Blazor,Nuxt.js;React.js;Svelte;Vue.js,.NET,Flutter;React Native,NA,NA,Rider;Visual Studio Code,Rider;Visual Studio Code;Xcode,Windows,macOS,Git,Command-line,,,Jira Work Management;monday.com,Stack Overflow for Teams,Microsoft Teams,Slack,Indifferent,Stack Overflow;Stack Exchange,A few times per month or weekly,Not sure/can't remember,NA,Neutral,35-44 years old,Man,No,Straight / Heterosexual,European,None of the above,None of the above,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Easy,50220
76,I am a developer by profession,"Student, part-time;Employed, part-time",Fully remote,Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",On the job training;Online Courses or Certification;Coding Bootcamp,NA,Udemy;Pluralsight,6,NA,"Developer, back-end;Student",NA,NA,Start a free trial;Visit developer communities like Stack Overflow,Germany,NA,NA,NA,Groovy;Java;Ruby,Go;Rust;TypeScript,MySQL;Oracle;Redis,MongoDB;PostgreSQL;Redis,NA,NA,Ruby on Rails,Vue.js,Spring,Spring,NA,NA,GoLand;IntelliJ;RubyMine,IntelliJ;RubyMine;Vim,macOS,Windows;Windows Subsystem for Linux (WSL),Git,Command-line;Dedicated version control GUI application,,,Confluence;Jira Work Management,Confluence;Jira Work Management,Slack;Zoom,Slack;Zoom,Unsure,Stack Overflow;Stack Exchange,Daily or almost daily,No,NA,Neutral,18-24 years old,Man,No,Straight / Heterosexual,White;European,None of the above,None of the above,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Easy,NA
77,I am a developer by profession,"Employed, full-time",Fully remote,Hobby;Contribute to open-source projects,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;Friend or family member;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification;Colleague","Technical documentation;Blogs;Programming Games;Written Tutorials;Stack Overflow;Online books;Video-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Online forum;How-to videos;Auditory material (e.g., podcasts);Interactive tutorial;Coding sessions (live or recorded)",Pluralsight,24,20,"Developer, back-end;Marketing or sales professional",500 to 999 employees,I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Research companies that have advertised on sites I visit;Read ratings or reviews on third party sites like G2Crowd,United States of America,USD	United States dollar,160000,Yearly,C#;JavaScript;Python;SQL,C#;PHP;SQL,Couchbase;Microsoft SQL Server,Couchbase,Microsoft Azure,Microsoft Azure,ASP.NET Core ,ASP.NET Core ;jQuery,.NET,.NET,Docker;Kubernetes,Docker,Notepad++;Rider;Visual Studio;Visual Studio Code,Notepad++;Rider;Visual Studio;Visual Studio Code,Windows;Windows Subsystem for Linux (WSL),Windows;Windows Subsystem for Linux (WSL),Git,Command-line;Dedicated version control GUI application,,,Airtable;Confluence;Jira Work Management,NA,Microsoft Teams;Slack;Zoom,Slack;Zoom,Unfavorable,Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per week,"Yes, somewhat",35-44 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Yes,Independent contributor,27,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly agree,Disagree,1-2 times a week,6-10 times a week,1-2 times a week,15-30 minutes a day,30-60 minutes a day,Very long,Continuous integration (CI) and (more often) continuous delivery;Automated testing,No,Yes,Yes,Appropriate in length,Easy,160000
78,"I used to be a developer by profession, but no longer am",Retired,NA,NA,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Books / Physical media;Other (please specify):,NA,NA,More than 50 years,45,NA,NA,NA,NA,United Kingdom of Great Britain and Northern Ireland,NA,NA,NA,Java,Java,NA,NA,NA,NA,NA,NA,NA,NA,Homebrew,NA,Eclipse,Eclipse,macOS,macOS,Other (please specify):,Code editor,,,NA,NA,Zoom,Zoom,Very unfavorable,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Multiple times per day,"Yes, definitely",65 years or older,Man,No,Straight / Heterosexual,European,I am deaf / hard of hearing,I have an anxiety disorder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Neither easy nor difficult,NA
79,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","School (i.e., University, College, etc)",NA,NA,6,1,"Developer, full-stack",20 to 99 employees,I have little or no influence,Start a free trial;Ask developers I know/work with,Serbia,RSD	Serbian dinar,NA,Monthly,HTML/CSS;JavaScript;PHP,Bash/Shell;Rust,MySQL,MySQL;PostgreSQL,NA,NA,Drupal;jQuery;Symfony,Vue.js,NA,NA,Docker,Docker,PhpStorm;Vim,Neovim;PhpStorm;Vim,macOS,Windows,Git,Code editor;Command-line,,,NA,NA,Slack,Slack,Favorable,Stack Overflow,A few times per month or weekly,No,NA,"No, not at all",25-34 years old,Man,No,Straight / Heterosexual,Prefer not to say,None of the above,Prefer not to say,Yes,Independent contributor,1,Agree,Strongly disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Never,10+ times a week,Never,15-30 minutes a day,30-60 minutes a day,Just right,NA,No,No,Yes,Appropriate in length,Neither easy nor difficult,NA
80,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby;Contribute to open-source projects,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification;Hackathons (virtual or in-person)","Technical documentation;Blogs;Online books;Online challenges (e.g., daily or weekly coding challenges);Written-based Online Courses",NA,16,10,"Developer, back-end;Engineering manager;Database administrator;DevOps specialist;Cloud infrastructure engineer",20 to 99 employees,I have a great deal of influence,Other (please specify):;Start a free trial;Ask developers I know/work with,France,EUR European Euro,82000,Yearly,Bash/Shell;Clojure;Java;JavaScript;SQL,Clojure;SQL,DynamoDB;MySQL;PostgreSQL;Redis,PostgreSQL;Redis,AWS,AWS,NA,NA,Spring,NA,Docker;npm;Terraform,Docker;Pulumi;Terraform,Emacs,Emacs,Linux-based,Linux-based,Git,Code editor,,,Jira Work Management,NA,Slack,Slack,Very unfavorable,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,Less than once per month or monthly,"Yes, somewhat",25-34 years old,Man,No,Straight / Heterosexual,European;African,None of the above,Prefer not to say,Yes,People manager,10,Strongly agree,Agree,Neither agree nor disagree,Agree,Strongly agree,Agree,Neither agree nor disagree,1-2 times a week,10+ times a week,1-2 times a week,30-60 minutes a day,60-120 minutes a day,Somewhat long,DevOps function;Microservices;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Automated testing;Observability tools,Yes,Yes,Yes,Appropriate in length,Easy,87448
81,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Fully remote,Hobby;Contribute to open-source projects;Bootstrapping a business;Freelance/contract work,Primary/elementary school,Books / Physical media;Friend or family member;Other (please specify):,NA,NA,20,15,"Developer, back-end;Developer, desktop or enterprise applications;Developer, mobile;Developer, embedded applications or devices;Developer, game or graphics","Just me - I am a freelancer, sole proprietor, etc.",I have a great deal of influence,Start a free trial,Denmark,DKK	Danish krone,NA,Weekly,Delphi,Delphi,Microsoft SQL Server;PostgreSQL,Microsoft SQL Server;PostgreSQL,Microsoft Azure;VMware,Microsoft Azure;VMware,NA,NA,NA,NA,NA,NA,"Notepad++;RAD Studio (Delphi, C++ Builder)","Notepad++;RAD Studio (Delphi, C++ Builder)",Windows,Windows,Git,Code editor;Dedicated version control GUI application,,,Confluence;Jira Work Management;Trello,Confluence;Jira Work Management;Trello,Microsoft Teams;Rocketchat;Slack;Wire;Zoom,Microsoft Teams;Rocketchat;Slack;Wire;Zoom,Very unfavorable,Stack Overflow,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,Neutral,25-34 years old,Man,No,Straight / Heterosexual,European,None of the above,None of the above,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Neither easy nor difficult,NA
82,I am learning to code,"Employed, full-time",Full in-person,I don’t code outside of work,"Associate degree (A.A., A.S., etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);Online Courses or Certification;Coding Bootcamp","Technical documentation;Blogs;Stack Overflow;Video-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);How-to videos;Coding sessions (live or recorded)",Coursera;Udemy;Codecademy,1,NA,Marketing or sales professional,NA,NA,Start a free trial;Visit developer communities like Stack Overflow,Netherlands,NA,NA,NA,Bash/Shell;HTML/CSS;JavaScript,Bash/Shell;HTML/CSS;JavaScript,NA,NA,NA,NA,Express;Node.js;React.js,Express;Node.js;React.js,NA,NA,npm;Yarn,npm;Yarn,Visual Studio Code,Visual Studio Code,Windows,Linux-based;macOS,I don't use one,NA,,,NA,NA,Cisco Webex Teams;Microsoft Teams;Slack,Cisco Webex Teams;Microsoft Teams;Slack,Unsure,Stack Overflow,Multiple times per day,No,NA,"No, not really",35-44 years old,Man,No,Bisexual,European,None of the above,None of the above,Yes,Independent contributor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-60 minutes a day,30-60 minutes a day,Very long,None of these,No,NA,NA,Appropriate in length,Neither easy nor difficult,NA
83,I am a developer by profession,"Student, full-time",NA,NA,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Colleague",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online books;How-to videos,NA,15,NA,NA,NA,NA,Ask developers I know/work with,Germany,NA,NA,NA,Java;R,Java;R,MySQL,MySQL,NA,NA,NA,NA,Keras;Scikit-learn;TensorFlow,Keras;Scikit-learn;TensorFlow,NA,NA,Eclipse;Nano;RStudio;Spyder;Sublime Text;Visual Studio,Eclipse;Nano;RStudio;Spyder;Sublime Text;Visual Studio,Linux-based,Linux-based;Windows,Git,Code editor,,,NA,NA,Zoom,Zoom,Very unfavorable,Stack Overflow,Daily or almost daily,Yes,Daily or almost daily,"Yes, somewhat",25-34 years old,Man,No,Straight / Heterosexual,European;Southeast Asian,None of the above,None of the above,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Neither easy nor difficult,NA
84,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time",Fully remote,Hobby;Bootstrapping a business,Some college/university study without earning a degree,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification;Colleague",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Interactive tutorial;Coding sessions (live or recorded);Certification videos,Codecademy;Pluralsight,29,20,"Developer, full-stack;Engineering manager",100 to 499 employees,I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,Uruguay,USD	United States dollar,150000,Yearly,HTML/CSS;JavaScript;Ruby;SQL;TypeScript,C#;HTML/CSS;JavaScript;Rust;SQL;TypeScript,MariaDB;MySQL;PostgreSQL;Firebase Realtime Database;Redis,MariaDB;Microsoft SQL Server;MySQL;PostgreSQL;Firebase Realtime Database;Redis,Heroku,AWS;Microsoft Azure,Express;Next.js;Node.js;React.js;Ruby on Rails,ASP.NET;ASP.NET Core ;Express;Next.js;Node.js;React.js,.NET,.NET;Electron;React Native;TensorFlow,Docker;Yarn,Docker;Yarn,Visual Studio;Visual Studio Code,Visual Studio;Visual Studio Code,macOS,macOS,Git,Command-line,,,Notion;Trello,Notion,Slack;Zoom,Slack;Zoom,Very unfavorable,Collectives on Stack Overflow;Stack Overflow;Stack Exchange,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",35-44 years old,Man,No,Straight / Heterosexual,White;Hispanic or Latino/a,None of the above,None of the above,Yes,People manager,22,Strongly agree,Strongly agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Strongly agree,Agree,1-2 times a week,1-2 times a week,3-5 times a week,15-30 minutes a day,30-60 minutes a day,Somewhat long,Microservices;Continuous integration (CI) and (more often) continuous delivery,Yes,Yes,Yes,Appropriate in length,Neither easy nor difficult,150000
