Respondent,Hobby,OpenSource,Country,Student,Employment,FormalEducation,UndergradMajor,CompanySize,DevType,YearsCoding,YearsCodingProf,JobSatisfaction,CareerSatisfaction,HopeFiveYears,JobSearchStatus,LastNewJob,AssessJob1,AssessJob2,AssessJob3,AssessJob4,AssessJob5,AssessJob6,AssessJob7,AssessJob8,AssessJob9,AssessJob10,AssessBenefits1,AssessBenefits2,AssessBenefits3,AssessBenefits4,AssessBenefits5,AssessBenefits6,AssessBenefits7,AssessBenefits8,AssessBenefits9,AssessBenefits10,AssessBenefits11,JobContactPriorities1,JobContactPriorities2,JobContactPriorities3,JobContactPriorities4,JobContactPriorities5,JobEmailPriorities1,JobEmailPriorities2,JobEmailPriorities3,JobEmailPriorities4,JobEmailPriorities5,JobEmailPriorities6,JobEmailPriorities7,UpdateCV,Currency,Salary,SalaryType,ConvertedSalary,CurrencySymbol,CommunicationTools,TimeFullyProductive,EducationTypes,SelfTaughtTypes,TimeAfterBootcamp,HackathonReasons,AgreeDisagree1,AgreeDisagree2,AgreeDisagree3,LanguageWorkedWith,LanguageDesireNextYear,DatabaseWorkedWith,DatabaseDesireNextYear,PlatformWorkedWith,PlatformDesireNextYear,FrameworkWorkedWith,FrameworkDesireNextYear,IDE,OperatingSystem,NumberMonitors,Methodology,VersionControl,CheckInCode,AdBlocker,AdBlockerDisable,AdBlockerReasons,AdsAgreeDisagree1,AdsAgreeDisagree2,AdsAgreeDisagree3,AdsActions,AdsPriorities1,AdsPriorities2,AdsPriorities3,AdsPriorities4,AdsPriorities5,AdsPriorities6,AdsPriorities7,AIDangerous,AIInteresting,AIResponsible,AIFuture,EthicsChoice,EthicsReport,EthicsResponsible,EthicalImplications,StackOverflowRecommend,StackOverflowVisit,StackOverflowHasAccount,StackOverflowParticipate,StackOverflowJobs,StackOverflowDevStory,StackOverflowJobsRecommend,StackOverflowConsiderMember,HypotheticalTools1,HypotheticalTools2,HypotheticalTools3,HypotheticalTools4,HypotheticalTools5,WakeTime,HoursComputer,HoursOutside,SkipMeals,ErgonomicDevices,Exercise,Gender,SexualOrientation,EducationParents,RaceEthnicity,Age,Dependents,MilitaryUS,SurveyTooLong,SurveyEasy
111,Yes,Yes,United States,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","A humanities discipline (ex. literature, history, philosophy)",Fewer than 10 employees,Back-end developer;Full-stack developer;System administrator,0-2 years,0-2 years,Moderately satisfied,Extremely satisfied,Doing the same work,"I’m not actively looking, but I am open to new opportunities",Between 1 and 2 years ago,10,8,7,1,2,3,6,4,9,5,1,8,2,10,4,7,3,5,9,6,11,4,1,3,2,5,2,3,7,1,5,4,6,My job status or other personal status changed,U.S. dollars ($),3000,Monthly,36000,USD,NA,Less than a month,"Participated in a full-time developer training program or bootcamp;Taught yourself a new language, framework, or tool without taking a formal course;Participated in a hackathon;Contributed to open source software","The official documentation and/or standards for the technology;Questions & answers on Stack Overflow;Online developer communities other than Stack Overflow (ex. forums, listservs, IRC channels, etc.);The technology’s online help system",Four to six months,"To improve my general technical skills or programming ability;To improve my knowledge of a specific programming language, framework, or other technology;To improve my ability to work on a team with other programmers;Because I find it enjoyable",Strongly agree,Disagree,Strongly agree,Java;JavaScript;SQL;HTML;CSS;Bash/Shell,Java;JavaScript;PHP;Ruby;SQL;Bash/Shell,PostgreSQL,PostgreSQL,Linux,Linux;Raspberry Pi,NA,NA,Vim,Linux-based,2,NA,Git;Subversion,Multiple times per day,Yes,Yes,The website I was visiting asked me to disable it;I wanted to support the website I was visiting by viewing their ads,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Stopped going to a website because of their advertising,NA,NA,NA,NA,NA,NA,NA,"Evolving definitions of ""fairness"" in algorithmic versus human decisions",Algorithms making important decisions,Prominent industry leaders,I'm excited about the possibilities more than worried about the dangers.,No,"Yes, but only within the company",Upper management at the company/organization,Yes,10 (Very Likely),Multiple times per day,Yes,Less than once per month or monthly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, and I don't know what that is",NA,Yes,Not at all interested,A little bit interested,Somewhat interested,Very interested,A little bit interested,Between 7:01 - 8:00 AM,9 - 12 hours,30 - 59 minutes,Never,NA,1 - 2 times per week,Male,Straight or heterosexual,"Bachelor’s degree (BA, BS, B.Eng., etc.)",White or of European descent,25 - 34 years old,No,No,The survey was an appropriate length,Somewhat easy
112,Yes,Yes,India,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",20 to 99 employees,Mobile developer,3-5 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C;Java;Objective-C;Swift,Swift,MySQL,MySQL,iOS,Android;Apple Watch or Apple TV;iOS;Firebase,Node.js,NA,Xcode,MacOS,2,Agile;Scrum,Git;Subversion;Zip file back-ups,Multiple times per day,Yes,Yes,The website I was visiting asked me to disable it,Somewhat agree,Neither agree nor disagree,Somewhat agree,NA,NA,NA,NA,NA,NA,NA,NA,Increasing automation of jobs,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,Yes,Yes,United States,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","10,000 or more employees",Desktop or enterprise applications developer;Front-end developer;Product manager,24-26 years,21-23 years,Moderately satisfied,Moderately satisfied,Doing the same work,"I’m not actively looking, but I am open to new opportunities",More than 4 years ago,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C#;JavaScript;TypeScript,C#;JavaScript;TypeScript,NA,NA,Windows Desktop or Server,Windows Desktop or Server,.NET Core;Node.js,.NET Core;Node.js,Notepad++;Visual Studio;Visual Studio Code,Windows,3,Kanban,Git,Multiple times per day,Yes,No,NA,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,NA,3,6,1,4,2,5,7,Algorithms making important decisions,Increasing automation of jobs,NA,"I don't care about it, or I haven't thought about it.",Depends on what it is,"Yes, but only within the company",Upper management at the company/organization,Yes,7,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,"No, I didn't know that Stack Overflow had a jobs board","No, and I don't know what that is",NA,I'm not sure,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Before 5:00 AM,9 - 12 hours,1 - 2 hours,Never,NA,Daily or almost every day,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,No,No,Colombia,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Another engineering discipline (ex. civil, electrical, mechanical)","1,000 to 4,999 employees",Back-end developer;Front-end developer;Full-stack developer,15-17 years,12-14 years,Slightly satisfied,Extremely satisfied,Working in a different or more specialized technical role than the one I'm in now,I am actively looking for a job,Between 2 and 4 years ago,9,7,8,3,1,6,2,4,10,5,1,3,2,9,7,4,5,10,11,6,8,1,2,3,4,5,NA,NA,NA,NA,NA,NA,NA,I saw an employer’s advertisement,NA,15200000,Monthly,64116,COP,"Confluence;Google Hangouts/Chat;HipChat;Jira;Office / productivity suite (Microsoft Office, Google Suite, etc.);Slack;Trello;Other wiki tool (Github, Google Sites, proprietary software, etc.)",Less than a month,Taken an online course in programming or software development (e.g. a MOOC),NA,NA,NA,Neither Agree nor Disagree,Strongly agree,Strongly disagree,Java;JavaScript;PHP;SQL;TypeScript;HTML;CSS,Java;JavaScript;PHP;TypeScript;HTML;CSS,"MySQL;Oracle;Microsoft Azure (Tables, CosmosDB, SQL, etc);Elasticsearch",Cassandra;MongoDB;Redis;Apache HBase;Apache Hive;Memcached,WordPress,WordPress,React;Spring,React;Spring,Eclipse;NetBeans;Notepad++;Visual Studio Code,Windows,1,Agile;Kanban;Scrum,Git;Subversion,A few times per week,Yes,Yes,The website I was visiting forced me to disable it to access their content;The ad-blocking software was causing display issues on a website,NA,NA,Somewhat agree,Clicked on an online advertisement,NA,NA,NA,NA,NA,NA,NA,Increasing automation of jobs,Algorithms making important decisions,The developers or the people creating the AI,I'm worried about the dangers more than I'm excited about the possibilities.,No,Depends on what it is,The person who came up with the idea,Unsure / I don't know,10 (Very Likely),Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,Yes,"No, and I don't know what that is",10 (Very Likely),No,NA,NA,NA,NA,NA,Between 8:01 - 9:00 AM,Over 12 hours,1 - 2 hours,3 - 4 times per week,NA,I don't typically exercise,Male,Straight or heterosexual,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Hispanic or Latino/Latina,25 - 34 years old,No,NA,The survey was too long,Somewhat easy
118,Yes,Yes,India,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering",20 to 99 employees,Back-end developer;Product manager,12-14 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Received on-the-job training in software development;Taught yourself a new language, framework, or tool without taking a formal course;Participated in a hackathon;Contributed to open source software",NA,NA,NA,Agree,Neither Agree nor Disagree,Disagree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10 (Very Likely),Daily or almost daily,Yes,Less than once per month or monthly,"No, I didn't know that Stack Overflow had a jobs board","No, and I don't know what that is",NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,Yes,No,India,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",100 to 499 employees,Back-end developer;Front-end developer;Full-stack developer,3-5 years,0-2 years,Moderately satisfied,Extremely satisfied,Working as a founder or co-founder of my own company,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,8,5,10,3,6,7,9,2,4,1,2,11,3,10,6,5,1,4,8,7,9,5,1,3,4,2,5,6,2,1,4,7,3,A recruiter contacted me,Indian rupees (₹),NA,NA,NA,NA,Google Hangouts/Chat;Slack;Trello,One to three months,"Taken an online course in programming or software development (e.g. a MOOC);Taught yourself a new language, framework, or tool without taking a formal course;Participated in online coding competitions (e.g. HackerRank, CodeChef, TopCoder)",Questions & answers on Stack Overflow,NA,"To improve my knowledge of a specific programming language, framework, or other technology",Neither Agree nor Disagree,Disagree,Agree,C;C++;Java;JavaScript;PHP;Python;Ruby;Cobol;HTML;CSS,CoffeeScript;Go,MySQL;PostgreSQL;SQLite;Oracle;Elasticsearch,Cassandra;MongoDB;Redis,Android;Heroku;Mainframe;Firebase,AWS;Google Cloud Platform/App Engine,Django,Node.js;React,Android Studio;Sublime Text,Linux-based,1,Agile,Git,Multiple times per day,Yes,Yes,The website I was visiting forced me to disable it to access their content;I wanted to support the website I was visiting by viewing their ads,Somewhat disagree,Somewhat agree,Somewhat agree,Stopped going to a website because of their advertising,3,6,2,5,1,4,7,"Artificial intelligence surpassing human intelligence (""the singularity"")",Algorithms making important decisions,Prominent industry leaders,I'm worried about the dangers more than I'm excited about the possibilities.,No,"Yes, but only within the company",Upper management at the company/organization,Yes,10 (Very Likely),Multiple times per day,Yes,Less than once per month or monthly,"No, I didn't know that Stack Overflow had a jobs board","No, and I don't know what that is",NA,Yes,Very interested,Very interested,Extremely interested,Extremely interested,Somewhat interested,Between 6:01 - 7:00 AM,5 - 8 hours,1 - 2 hours,Never,NA,Daily or almost every day,Male,Straight or heterosexual,NA,NA,25 - 34 years old,No,NA,The survey was too long,Somewhat difficult
120,Yes,Yes,United Kingdom,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",100 to 499 employees,Back-end developer;Desktop or enterprise applications developer;Front-end developer;Full-stack developer,15-17 years,3-5 years,Slightly dissatisfied,Slightly satisfied,Working as a founder or co-founder of my own company,"I’m not actively looking, but I am open to new opportunities",More than 4 years ago,8,6,7,9,2,10,1,3,4,5,1,9,3,10,7,6,8,2,11,5,4,3,4,5,1,2,2,4,7,3,1,6,5,My job status or other personal status changed,British pounds sterling (£),32500,NA,45144,GBP,"Confluence;Facebook;Jira;Office / productivity suite (Microsoft Office, Google Suite, etc.);Slack",Less than a month,"Taken a part-time in-person course in programming or software development;Received on-the-job training in software development;Taught yourself a new language, framework, or tool without taking a formal course;Contributed to open source software","The official documentation and/or standards for the technology;A book or e-book from O’Reilly, Apress, or a similar publisher;Questions & answers on Stack Overflow",NA,NA,Agree,Neither Agree nor Disagree,Disagree,C#;Java;JavaScript;SQL;VB.NET;Visual Basic 6;HTML;CSS;Bash/Shell,C#;Java;JavaScript;SQL;HTML;CSS,SQL Server;MySQL,SQL Server;MySQL,Windows Desktop or Server,Gaming console;Linux;Raspberry Pi,NA,Angular;.NET Core;Node.js;Xamarin,IntelliJ;Notepad++;Visual Studio,Windows,3,Agile;Kanban;Scrum,Git;Subversion;Team Foundation Version Control;Copying and pasting files to network shares;Zip file back-ups,Multiple times per day,No,NA,NA,Somewhat agree,Neither agree nor disagree,Somewhat agree,NA,NA,NA,NA,NA,NA,NA,NA,"Evolving definitions of ""fairness"" in algorithmic versus human decisions",Increasing automation of jobs,The developers or the people creating the AI,I'm excited about the possibilities more than worried about the dangers.,Depends on what it is,Depends on what it is,The person who came up with the idea,Yes,10 (Very Likely),Multiple times per day,Yes,A few times per month or weekly,Yes,"No, I have one but it's out of date",5,Yes,Somewhat interested,Not at all interested,Very interested,Very interested,Very interested,Between 7:01 - 8:00 AM,Over 12 hours,1 - 2 hours,Never,NA,1 - 2 times per week,Male,Straight or heterosexual,"Bachelor’s degree (BA, BS, B.Eng., etc.)",White or of European descent,25 - 34 years old,No,NA,The survey was an appropriate length,Somewhat easy
122,Yes,No,Japan,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","A business discipline (ex. accounting, finance, marketing)",Fewer than 10 employees,Back-end developer;Embedded applications or devices developer;Full-stack developer,0-2 years,0-2 years,Moderately satisfied,Moderately satisfied,Doing the same work,I am actively looking for a job,Less than a year ago,6,10,3,2,7,8,1,4,9,5,1,4,6,8,11,3,10,5,9,2,7,3,1,5,2,4,4,5,7,1,3,2,6,A friend told me about a job opportunity,Japanese yen (¥),300000,Monthly,32412,JPY,Slack,One to three months,Participated in a full-time developer training program or bootcamp,NA,One to three months,NA,Agree,Disagree,Strongly agree,JavaScript;Ruby;SQL;HTML;CSS,JavaScript;Ruby,MongoDB;Redis;SQL Server,Redis;SQL Server,Heroku,NA,React,React,Sublime Text,MacOS,1,NA,Git,Multiple times per day,Yes,Yes,The website I was visiting forced me to disable it to access their content;The ad-blocking software was causing display issues on a website,Strongly disagree,Somewhat disagree,Strongly agree,Stopped going to a website because of their advertising,3,7,4,1,6,5,2,Increasing automation of jobs,"Artificial intelligence surpassing human intelligence (""the singularity"")",Prominent industry leaders,I'm excited about the possibilities more than worried about the dangers.,No,"Yes, but only within the company",The developer who wrote it,Yes,10 (Very Likely),Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,Yes,"No, and I don't know what that is",7,No,Somewhat interested,Very interested,Somewhat interested,Not at all interested,Somewhat interested,Between 8:01 - 9:00 AM,9 - 12 hours,30 - 59 minutes,Never,NA,1 - 2 times per week,Male,Straight or heterosexual,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",White or of European descent,25 - 34 years old,No,NA,The survey was an appropriate length,Very easy
123,Yes,No,France,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","A natural science (ex. biology, chemistry, physics)","10,000 or more employees",Embedded applications or devices developer;Engineering manager,15-17 years,9-11 years,Moderately satisfied,Moderately satisfied,Working as an engineering manager or other functional manager,I am not interested in new job opportunities,Less than a year ago,5,10,8,6,4,2,7,3,9,1,1,11,2,8,5,4,10,9,3,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,My job status or other personal status changed,Euros (€),43000,Yearly,52627,EUR,"Confluence;Jira;Other chat system (IRC, proprietary software, etc.)",One to three months,"Taught yourself a new language, framework, or tool without taking a formal course","The official documentation and/or standards for the technology;A book or e-book from O’Reilly, Apress, or a similar publisher;A college/university computer science or software engineering book;Questions & answers on Stack Overflow;Internal Wikis, chat rooms, or documentation set up by my company for employees;The technology’s online help system",NA,NA,Neither Agree nor Disagree,Strongly disagree,Agree,C++;Python;Bash/Shell,Matlab,NA,NA,Linux;Windows Desktop or Server,Raspberry Pi,NA,NA,Notepad++;Sublime Text;Vim;Visual Studio,Windows,3,Agile;PRINCE2;Scrum,Git,Weekly or a few times per month,Yes,Yes,The ad-blocking software was causing display issues on a website;I wanted to support the website I was visiting by viewing their ads,Somewhat disagree,Strongly disagree,Strongly agree,Stopped going to a website because of their advertising;Paid to access a website advertisement-free,1,5,4,2,3,7,6,"Evolving definitions of ""fairness"" in algorithmic versus human decisions","Artificial intelligence surpassing human intelligence (""the singularity"")",The developers or the people creating the AI,I'm excited about the possibilities more than worried about the dangers.,No,"Yes, and publicly",Upper management at the company/organization,Yes,9,A few times per week,Yes,Less than once per month or monthly,Yes,"No, and I don't know what that is",1,No,Not at all interested,A little bit interested,A little bit interested,Not at all interested,A little bit interested,Between 6:01 - 7:00 AM,9 - 12 hours,30 - 59 minutes,Never,NA,Daily or almost every day,Male,Straight or heterosexual,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",White or of European descent,35 - 44 years old,Yes,NA,The survey was too long,Neither easy nor difficult
124,Yes,Yes,United Kingdom,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Mathematics or statistics,"10,000 or more employees",Back-end developer;DevOps specialist;Front-end developer;Full-stack developer;Mobile developer,24-26 years,9-11 years,Moderately satisfied,Moderately satisfied,Working in a different or more specialized technical role than the one I'm in now,"I’m not actively looking, but I am open to new opportunities",More than 4 years ago,9,10,4,1,2,5,3,8,7,6,1,7,2,10,11,4,6,3,9,5,8,2,1,5,3,4,4,3,7,2,1,5,6,A friend told me about a job opportunity,British pounds sterling (£),59500,Yearly,82648,GBP,Google Hangouts/Chat;Slack,Less than a month,"Taken an online course in programming or software development (e.g. a MOOC);Taught yourself a new language, framework, or tool without taking a formal course;Participated in online coding competitions (e.g. HackerRank, CodeChef, TopCoder);Participated in a hackathon;Contributed to open source software","The official documentation and/or standards for the technology;Questions & answers on Stack Overflow;Online developer communities other than Stack Overflow (ex. forums, listservs, IRC channels, etc.);The technology’s online help system",NA,"To improve my knowledge of a specific programming language, framework, or other technology;Because I find it enjoyable",Agree,Neither Agree nor Disagree,Strongly disagree,C#;Go;Java;JavaScript;Objective-C;PHP;Python;Kotlin;HTML;CSS;Bash/Shell,C#;Go;JavaScript;Objective-C;Kotlin;HTML;CSS;Bash/Shell,MongoDB;MySQL,MongoDB;Google BigQuery;Google Cloud Storage;Elasticsearch,Android;iOS;Raspberry Pi;Firebase,Android;AWS;Google Home;iOS;Raspberry Pi;Firebase,Angular;Node.js;React;Cordova,.NET Core;React;TensorFlow,Android Studio;Visual Studio;Visual Studio Code;Xcode,MacOS,3,Agile;Formal standard such as ISO 9001 or IEEE 12207 (aka “waterfall” methodologies);Kanban;Scrum,Git;Team Foundation Version Control,Multiple times per day,Yes,Yes,The ad-blocking software was causing display issues on a website,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,NA,3,6,1,7,4,5,2,Algorithms making important decisions,"Artificial intelligence surpassing human intelligence (""the singularity"")",The developers or the people creating the AI,I'm excited about the possibilities more than worried about the dangers.,No,"Yes, but only within the company",Upper management at the company/organization,Yes,10 (Very Likely),Daily or almost daily,Yes,Less than once per month or monthly,Yes,"No, I know what it is but I don't have one",10 (Very Likely),Yes,Somewhat interested,A little bit interested,A little bit interested,Very interested,Very interested,Between 5:00 - 6:00 AM,9 - 12 hours,1 - 2 hours,Never,NA,1 - 2 times per week,Male,Straight or heterosexual,"Bachelor’s degree (BA, BS, B.Eng., etc.)",White or of European descent,25 - 34 years old,Yes,NA,The survey was an appropriate length,Very easy
125,Yes,Yes,Indonesia,No,Employed full-time,NA,NA,Fewer than 10 employees,"Back-end developer;C-suite executive (CEO, CTO, etc.);Database administrator;Designer;Front-end developer;Full-stack developer;Mobile developer",3-5 years,3-5 years,Moderately dissatisfied,Moderately dissatisfied,Working in a different or more specialized technical role than the one I'm in now,I am actively looking for a job,Between 2 and 4 years ago,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,4,5,NA,NA,NA,NA,NA,NA,NA,My job status or other personal status changed,NA,NA,NA,NA,NA,"Other wiki tool (Github, Google Sites, proprietary software, etc.)",Three to six months,Taken an online course in programming or software development (e.g. a MOOC);Contributed to open source software,NA,NA,NA,Agree,Agree,Neither Agree nor Disagree,JavaScript;PHP;SQL;Swift;HTML;CSS,Python;TypeScript,MySQL,Cassandra,Android;WordPress;Firebase,iOS;Raspberry Pi,NA,Angular;Django;Node.js,Android Studio;Atom;Notepad++,MacOS,2,NA,Git,A few times per week,No,NA,NA,Neither agree nor disagree,Somewhat agree,Somewhat agree,Stopped going to a website because of their advertising,NA,NA,NA,NA,NA,NA,NA,Increasing automation of jobs,"Artificial intelligence surpassing human intelligence (""the singularity"")",The developers or the people creating the AI,I'm worried about the dangers more than I'm excited about the possibilities.,No,"Yes, but only within the company",The person who came up with the idea,Yes,9,Daily or almost daily,Yes,Daily or almost daily,Yes,Yes,9,Yes,A little bit interested,A little bit interested,Somewhat interested,Somewhat interested,Somewhat interested,Between 6:01 - 7:00 AM,9 - 12 hours,1 - 2 hours,Never,Standing desk;Ergonomic keyboard or mouse,1 - 2 times per week,Male,NA,"Bachelor’s degree (BA, BS, B.Eng., etc.)",South Asian,25 - 34 years old,No,NA,The survey was an appropriate length,Neither easy nor difficult
126,Yes,Yes,Argentina,"Yes, part-time",Employed full-time,Some college/university study without earning a degree,Web development or web design,Fewer than 10 employees,Mobile developer,3-5 years,3-5 years,Extremely satisfied,Extremely satisfied,Working as a founder or co-founder of my own company,I am not interested in new job opportunities,Less than a year ago,7,9,5,2,10,1,8,3,4,6,8,9,5,11,4,6,3,1,10,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,My job status or other personal status changed,NA,16000,NA,NA,ARS,"Slack;Other wiki tool (Github, Google Sites, proprietary software, etc.)",One to three months,"Taken an online course in programming or software development (e.g. a MOOC);Participated in a full-time developer training program or bootcamp;Taken a part-time in-person course in programming or software development;Received on-the-job training in software development;Taught yourself a new language, framework, or tool without taking a formal course","The official documentation and/or standards for the technology;Questions & answers on Stack Overflow;Online developer communities other than Stack Overflow (ex. forums, listservs, IRC channels, etc.)",Six months to a year,NA,Agree,Agree,Neither Agree nor Disagree,C++;C#;JavaScript;PHP;Visual Basic 6;HTML;CSS,C#;HTML;CSS,MySQL;MariaDB;Amazon RDS/Aurora,"Microsoft Azure (Tables, CosmosDB, SQL, etc)",Android;AWS;Heroku;iOS;Linux;WordPress;Firebase,Android;Azure;iOS;Mac OS,Node.js;Cordova;Xamarin,React,Notepad++;Sublime Text;Visual Studio;Visual Studio Code,Windows,1,Agile;Kanban;Scrum,Git;Team Foundation Version Control,Multiple times per day,Yes,Yes,The website I was visiting forced me to disable it to access their content,Somewhat agree,Strongly agree,Somewhat agree,Saw an online advertisement and then researched it (without clicking on the ad),5,4,2,3,6,1,7,Increasing automation of jobs,"Artificial intelligence surpassing human intelligence (""the singularity"")",The developers or the people creating the AI,I'm excited about the possibilities more than worried about the dangers.,Depends on what it is,Depends on what it is,Upper management at the company/organization,Yes,10 (Very Likely),Multiple times per day,Yes,A few times per month or weekly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it",Yes,NA,Yes,Somewhat interested,Extremely interested,Extremely interested,A little bit interested,Somewhat interested,Between 7:01 - 8:00 AM,9 - 12 hours,1 - 2 hours,Never,Ergonomic keyboard or mouse,1 - 2 times per week,Male,Straight or heterosexual,Some college/university study without earning a degree,NA,25 - 34 years old,No,NA,The survey was an appropriate length,Very easy
127,Yes,No,United States,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",100 to 499 employees,Front-end developer,9-11 years,3-5 years,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Retirement,I am not interested in new job opportunities,Between 2 and 4 years ago,6,1,7,4,2,9,3,8,10,5,1,8,4,3,10,2,11,5,7,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A friend told me about a job opportunity,U.S. dollars ($),78000,Yearly,78000,USD,Jira,One to three months,NA,NA,NA,NA,Disagree,Agree,Disagree,Java;JavaScript;Swift;TypeScript;HTML;CSS,NA,SQL Server;MySQL;PostgreSQL;SQLite;Oracle;Elasticsearch,NA,AWS,NA,Angular;Node.js,NA,IntelliJ,Windows,2,Agile;Scrum,Git,Multiple times per day,Yes,No,NA,Strongly disagree,Strongly disagree,Strongly agree,Stopped going to a website because of their advertising,NA,NA,NA,NA,NA,NA,NA,"Evolving definitions of ""fairness"" in algorithmic versus human decisions",Increasing automation of jobs,The developers or the people creating the AI,I'm worried about the dangers more than I'm excited about the possibilities.,No,"Yes, and publicly",The developer who wrote it,Yes,6,Daily or almost daily,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
